country,iso3c,region,date,confirmed,deaths,recovered,negative_cases,pcr_positivo,prueba_rapida_positivo,pcr_prapida_positivo,
Peru,PER,,06/03/2020,1,,,154,,,,
Peru,PER,,07/03/2020,6,,,213,,,,
Peru,PER,,09/03/2020,9,,,309,,,,
Peru,PER,,10/03/2020,11,,,335,,,,
Peru,PER,,11/03/2020,17,,,697,,,,
Peru,PER,,12/03/2020,22,,,883,,,,
Peru,PER,Arequipa,13/03/2020,2,,,,,,,
Peru,PER,Cusco,13/03/2020,1,,,,,,,
Peru,PER,Huanuco,13/03/2020,2,,,,,,,
Peru,PER,Ica,13/03/2020,1,,,,,,,
Peru,PER,Lima,13/03/2020,32,,,,,,,
Peru,PER,,13/03/2020,38,,,1194,,,,
Peru,PER,Arequipa,14/03/2020,2,,,,,,,
Peru,PER,Cusco,14/03/2020,1,,,,,,,
Peru,PER,Huanuco,14/03/2020,2,,,,,,,
Peru,PER,Ica,14/03/2020,1,,,,,,,
Peru,PER,Lima,14/03/2020,37,,,,,,,
Peru,PER,,14/03/2020,43,,,1502,,,,
Peru,PER,Ancash,15/03/2020,1,,,,,,,
Peru,PER,Arequipa,15/03/2020,2,,,,,,,
Peru,PER,Callao,15/03/2020,2,,,,,,,
Peru,PER,Cusco,15/03/2020,1,,,,,,,
Peru,PER,Huanuco,15/03/2020,2,,,,,,,
Peru,PER,Ica,15/03/2020,1,,,,,,,
Peru,PER,La Libertad,15/03/2020,1,,,,,,,
Peru,PER,Lambayeque,15/03/2020,1,,,,,,,
Peru,PER,Lima,15/03/2020,58,,,,,,,
Peru,PER,Piura,15/03/2020,2,,,,,,,
Peru,PER,,15/03/2020,71,,,1751,,,,
Peru,PER,Ancash,16/03/2020,1,,,,,,,
Peru,PER,Arequipa,16/03/2020,2,,,,,,,
Peru,PER,Callao,16/03/2020,3,,,,,,,
Peru,PER,Cusco,16/03/2020,1,,,,,,,
Peru,PER,Huanuco,16/03/2020,2,,,,,,,
Peru,PER,Ica,16/03/2020,1,,,,,,,
Peru,PER,La Libertad,16/03/2020,1,,,,,,,
Peru,PER,Lambayeque,16/03/2020,3,,,,,,,
Peru,PER,Lima,16/03/2020,70,,1,,,,,
Peru,PER,Piura,16/03/2020,2,,,,,,,
Peru,PER,,16/03/2020,86,,1,2229,,,,
Peru,PER,Ancash,17/03/2020,1,,,,,,,
Peru,PER,Arequipa,17/03/2020,2,,,,,,,
Peru,PER,Callao,17/03/2020,4,,,,,,,
Peru,PER,Cusco,17/03/2020,1,,,,,,,
Peru,PER,Huanuco,17/03/2020,2,,,,,,,
Peru,PER,Ica,17/03/2020,1,,,,,,,
Peru,PER,La Libertad,17/03/2020,1,,,,,,,
Peru,PER,Lambayeque,17/03/2020,6,,,,,,,
Peru,PER,Lima,17/03/2020,96,,1,,,,,
Peru,PER,Loreto,17/03/2020,1,,,,,,,
Peru,PER,Piura,17/03/2020,2,,,,,,,
Peru,PER,,17/03/2020,117,,1,2680,,,,
Peru,PER,Ancash,18/03/2020,2,,,,,,,
Peru,PER,Arequipa,18/03/2020,2,,,,,,,
Peru,PER,Callao,18/03/2020,5,,,,,,,
Peru,PER,Cusco,18/03/2020,1,,,,,,,
Peru,PER,Huanuco,18/03/2020,2,,,,,,,
Peru,PER,Ica,18/03/2020,1,,,,,,,
Peru,PER,La Libertad,18/03/2020,2,,,,,,,
Peru,PER,Lambayeque,18/03/2020,6,,,,,,,
Peru,PER,Lima,18/03/2020,111,,1,,,,,
Peru,PER,Loreto,18/03/2020,10,,,,,,,
Peru,PER,Madre de Dios,18/03/2020,1,,,,,,,
Peru,PER,Piura,18/03/2020,2,,,,,,,
Peru,PER,,18/03/2020,145,,1,2930,,,,
Peru,PER,Ancash,19/03/2020,3,,,,,,,
Peru,PER,Arequipa,19/03/2020,3,,,,,,,
Peru,PER,Callao,19/03/2020,5,,,,,,,
Peru,PER,Cusco,19/03/2020,4,,,,,,,
Peru,PER,Huanuco,19/03/2020,2,,,,,,,
Peru,PER,Ica,19/03/2020,1,,,,,,,
Peru,PER,La Libertad,19/03/2020,2,,,,,,,
Peru,PER,Lambayeque,19/03/2020,6,,,,,,,
Peru,PER,Lima,19/03/2020,194,3,1,,,,,
Peru,PER,Loreto,19/03/2020,11,,,,,,,
Peru,PER,Madre de Dios,19/03/2020,1,,,,,,,
Peru,PER,Piura,19/03/2020,2,,,,,,,
Peru,PER,,19/03/2020,234,3,1,3607,,,,
Peru,PER,Ancash,20/03/2020,4,,,,,,,
Peru,PER,Arequipa,20/03/2020,3,,,,,,,
Peru,PER,Callao,20/03/2020,5,,,,,,,
Peru,PER,Cusco,20/03/2020,4,,,,,,,
Peru,PER,Huanuco,20/03/2020,2,,,,,,,
Peru,PER,Ica,20/03/2020,1,,,,,,,
Peru,PER,Junin,20/03/2020,9,,,,,,,
Peru,PER,La Libertad,20/03/2020,2,,,,,,,
Peru,PER,Lambayeque,20/03/2020,6,,,,,,,
Peru,PER,Lima,20/03/2020,212,4,1,,,,,
Peru,PER,Loreto,20/03/2020,12,,,,,,,
Peru,PER,Madre de Dios,20/03/2020,1,,,,,,,
Peru,PER,Piura,20/03/2020,2,,,,,,,
Peru,PER,,20/03/2020,263,4,1,4035,,,,
Peru,PER,Ancash,21/03/2020,4,,,,,,,
Peru,PER,Arequipa,21/03/2020,4,,,,,,,
Peru,PER,Callao,21/03/2020,6,,,,,,,
Peru,PER,Cusco,21/03/2020,4,,,,,,,
Peru,PER,Huanuco,21/03/2020,2,,,,,,,
Peru,PER,Ica,21/03/2020,1,,,,,,,
Peru,PER,Junin,21/03/2020,10,,,,,,,
Peru,PER,La Libertad,21/03/2020,5,,,,,,,
Peru,PER,Lambayeque,21/03/2020,8,,,,,,,
Peru,PER,Lima,21/03/2020,241,4,1,,,,,
Peru,PER,Loreto,21/03/2020,14,,,,,,,
Peru,PER,Madre de Dios,21/03/2020,1,,,,,,,
Peru,PER,Piura,21/03/2020,18,1,,,,,,
Peru,PER,,21/03/2020,318,5,1,5891,,,,
Peru,PER,Ancash,22/03/2020,4,,,,,,,
Peru,PER,Arequipa,22/03/2020,7,,,,,,,
Peru,PER,Callao,22/03/2020,6,,,,,,,
Peru,PER,Cusco,22/03/2020,4,,,,,,,
Peru,PER,Huanuco,22/03/2020,2,,,,,,,
Peru,PER,Ica,22/03/2020,1,,,,,,,
Peru,PER,Junin,22/03/2020,10,,,,,,,
Peru,PER,La Libertad,22/03/2020,5,,,,,,,
Peru,PER,Lambayeque,22/03/2020,8,,,,,,,
Peru,PER,Lima,22/03/2020,278,4,1,,,,,
Peru,PER,Loreto,22/03/2020,16,,,,,,,
Peru,PER,Madre de Dios,22/03/2020,1,,,,,,,
Peru,PER,Piura,22/03/2020,19,1,,,,,,
Peru,PER,,22/03/2020,361,5,1,5821,,,,
Peru,PER,Ancash,23/03/2020,4,,,,,,,
Peru,PER,Arequipa,23/03/2020,7,,,,,,,
Peru,PER,Callao,23/03/2020,8,,,,,,,
Peru,PER,Cusco,23/03/2020,6,,,,,,,
Peru,PER,Huanuco,23/03/2020,2,,,,,,,
Peru,PER,Ica,23/03/2020,2,,,,,,,
Peru,PER,Junin,23/03/2020,10,,,,,,,
Peru,PER,La Libertad,23/03/2020,4,,,,,,,
Peru,PER,Lambayeque,23/03/2020,8,,,,,,,
Peru,PER,Lima,23/03/2020,307,4,1,,,,,
Peru,PER,Loreto,23/03/2020,16,,,,,,,
Peru,PER,Madre de Dios,23/03/2020,1,,,,,,,
Peru,PER,Piura,23/03/2020,19,1,,,,,,
Peru,PER,San Martin,23/03/2020,1,,,,,,,
Peru,PER,,23/03/2020,395,5,1,6269,,,,
Peru,PER,Ancash,24/03/2020,4,,,,,,,
Peru,PER,Arequipa,24/03/2020,9,,,,,,,
Peru,PER,Callao,24/03/2020,8,,,,,,,
Peru,PER,Cusco,24/03/2020,6,,,,,,,
Peru,PER,Huanuco,24/03/2020,2,,,,,,,
Peru,PER,Ica,24/03/2020,2,,,,,,,
Peru,PER,Junin,24/03/2020,10,,,,,,,
Peru,PER,La Libertad,24/03/2020,5,1,,,,,,
Peru,PER,Lambayeque,24/03/2020,8,,,,,,,
Peru,PER,Lima,24/03/2020,322,5,1,,,,,
Peru,PER,Loreto,24/03/2020,16,,,,,,,
Peru,PER,Madre de Dios,24/03/2020,1,,,,,,,
Peru,PER,Piura,24/03/2020,19,1,,,,,,
Peru,PER,San Martin,24/03/2020,1,,,,,,,
Peru,PER,Tumbes,24/03/2020,3,,,,,,,
Peru,PER,,24/03/2020,416,7,1,6597,,,,
Peru,PER,Ancash,25/03/2020,5,,,,,,,
Peru,PER,Arequipa,25/03/2020,10,,,,,,,
Peru,PER,Cajamarca,25/03/2020,1,,,,,,,
Peru,PER,Callao,25/03/2020,10,,,,,,,
Peru,PER,Cusco,25/03/2020,10,1,,,,,,
Peru,PER,Huanuco,25/03/2020,2,,,,,,,
Peru,PER,Ica,25/03/2020,2,,,,,,,
Peru,PER,Junin,25/03/2020,11,,,,,,,
Peru,PER,La Libertad,25/03/2020,6,1,,,,,,
Peru,PER,Lambayeque,25/03/2020,12,,,,,,,
Peru,PER,Lima,25/03/2020,369,6,1,,,,,
Peru,PER,Loreto,25/03/2020,18,,,,,,,
Peru,PER,Madre de Dios,25/03/2020,1,,,,,,,
Peru,PER,Piura,25/03/2020,19,1,,,,,,
Peru,PER,San Martin,25/03/2020,1,,,,,,,
Peru,PER,Tumbes,25/03/2020,3,,,,,,,
Peru,PER,,25/03/2020,480,9,1,7560,,,,
Peru,PER,Ancash,26/03/2020,6,,,,,,,
Peru,PER,Arequipa,26/03/2020,15,,,,,,,
Peru,PER,Cajamarca,26/03/2020,1,,,,,,,
Peru,PER,Callao,26/03/2020,15,,,,,,,
Peru,PER,Cusco,26/03/2020,10,1,,,,,,
Peru,PER,Huanuco,26/03/2020,2,,,,,,,
Peru,PER,Ica,26/03/2020,3,,,,,,,
Peru,PER,Junin,26/03/2020,11,,,,,,,
Peru,PER,La Libertad,26/03/2020,9,1,,,,,,
Peru,PER,Lambayeque,26/03/2020,12,,,,,,,
Peru,PER,Lima,26/03/2020,453,6,1,,,,,
Peru,PER,Loreto,26/03/2020,18,,,,,,,
Peru,PER,Madre de Dios,26/03/2020,1,,,,,,,
Peru,PER,Piura,26/03/2020,20,1,,,,,,
Peru,PER,San Martin,26/03/2020,1,,,,,,,
Peru,PER,Tumbes,26/03/2020,3,,,,,,,
Peru,PER,,26/03/2020,580,9,14,8639,,,,
Peru,PER,Ancash,27/03/2020,6,,,,,,,
Peru,PER,Arequipa,27/03/2020,15,,,,,,,Amazonas
Peru,PER,Cajamarca,27/03/2020,1,,,,,,,Ancash
Peru,PER,Callao,27/03/2020,17,,,,,,,Apurimac
Peru,PER,Cusco,27/03/2020,10,1,,,,,,Arequipa
Peru,PER,Huanuco,27/03/2020,4,,,,,,,Ayacucho
Peru,PER,Ica,27/03/2020,3,,,,,,,Cajamarca
Peru,PER,Junin,27/03/2020,12,,,,,,,Callao
Peru,PER,La Libertad,27/03/2020,9,2,,,,,,Cusco
Peru,PER,Lambayeque,27/03/2020,13,,,,,,,Huancavelica
Peru,PER,Lima,27/03/2020,494,7,1,,,,,Huanuco
Peru,PER,Loreto,27/03/2020,23,,,,,,,Ica
Peru,PER,Madre de Dios,27/03/2020,1,,,,,,,Junin
Peru,PER,Pasco,27/03/2020,1,,,,,,,La Libertad
Peru,PER,Piura,27/03/2020,20,1,,,,,,Lambayeque
Peru,PER,San Martin,27/03/2020,1,,,,,,,Lima
Peru,PER,Tumbes,27/03/2020,5,,,,,,,Loreto
Peru,PER,,27/03/2020,635,11,16,9430,,,,Madre de Dios
Peru,PER,Amazonas,28/03/2020,0,,,,,,,Moquegua
Peru,PER,Ancash,28/03/2020,6,,,,,,,Pasco
Peru,PER,Apurimac,28/03/2020,0,,,,,,,Piura
Peru,PER,Arequipa,28/03/2020,15,,,,,,,Puno
Peru,PER,Ayacucho,28/03/2020,0,,,,,,,San Martin
Peru,PER,Cajamarca,28/03/2020,1,,,,,,,Tacna
Peru,PER,Callao,28/03/2020,18,1,,,,,,Tumbes
Peru,PER,Cusco,28/03/2020,11,2,5,,,,,Ucayali
Peru,PER,Huancavelica,28/03/2020,0,,,,,,,
Peru,PER,Huanuco,28/03/2020,4,,,,,,,
Peru,PER,Ica,28/03/2020,4,,,,,,,
Peru,PER,Junin,28/03/2020,12,,,,,,,
Peru,PER,La Libertad,28/03/2020,10,2,,,,,,
Peru,PER,Lambayeque,28/03/2020,15,1,,,,,,
Peru,PER,Lima,28/03/2020,518,9,11,,,,,
Peru,PER,Loreto,28/03/2020,27,,,,,,,
Peru,PER,Madre de Dios,28/03/2020,1,,,,,,,
Peru,PER,Moquegua,28/03/2020,0,,,,,,,
Peru,PER,Pasco,28/03/2020,1,,,,,,,
Peru,PER,Piura,28/03/2020,20,1,,,,,,
Peru,PER,Puno,28/03/2020,0,,,,,,,
Peru,PER,San Martin,28/03/2020,2,,,,,,,
Peru,PER,Tacna,28/03/2020,0,,,,,,,
Peru,PER,Tumbes,28/03/2020,6,,,,,,,
Peru,PER,Ucayali,28/03/2020,0,,,,,,,
Peru,PER,,28/03/2020,671,16,16,10225,,,,
Peru,PER,Amazonas,29/03/2020,0,,,,,,,
Peru,PER,Ancash,29/03/2020,6,1,,,,,,
Peru,PER,Apurimac,29/03/2020,0,,,,,,,
Peru,PER,Arequipa,29/03/2020,15,,,,,,,
Peru,PER,Ayacucho,29/03/2020,1,,,,,,,
Peru,PER,Cajamarca,29/03/2020,1,,,,,,,
Peru,PER,Callao,29/03/2020,29,1,,,,,,
Peru,PER,Cusco,29/03/2020,17,2,5,,,,,
Peru,PER,Huancavelica,29/03/2020,0,,,,,,,
Peru,PER,Huanuco,29/03/2020,4,,,,,,,
Peru,PER,Ica,29/03/2020,5,,,,,,,
Peru,PER,Junin,29/03/2020,13,,,,,,,
Peru,PER,La Libertad,29/03/2020,13,2,,,,,,
Peru,PER,Lambayeque,29/03/2020,22,1,,,,,,
Peru,PER,Lima,29/03/2020,639,10,11,,,,,
Peru,PER,Loreto,29/03/2020,52,,,,,,,
Peru,PER,Madre de Dios,29/03/2020,1,,,,,,,
Peru,PER,Moquegua,29/03/2020,0,,,,,,,
Peru,PER,Pasco,29/03/2020,1,,,,,,,
Peru,PER,Piura,29/03/2020,21,1,,,,,,
Peru,PER,Puno,29/03/2020,0,,,,,,,
Peru,PER,San Martin,29/03/2020,3,,,,,,,
Peru,PER,Tacna,29/03/2020,1,,,,,,,
Peru,PER,Tumbes,29/03/2020,8,,,,,,,
Peru,PER,Ucayali,29/03/2020,0,,,,,,,
Peru,PER,,29/03/2020,852,18,16,11817,,,,
Peru,PER,Amazonas,30/03/2020,0,,,,,,,
Peru,PER,Ancash,30/03/2020,11,1,,,,,,
Peru,PER,Apurimac,30/03/2020,0,,,,,,,
Peru,PER,Arequipa,30/03/2020,21,,,,,,,
Peru,PER,Ayacucho,30/03/2020,1,,,,,,,
Peru,PER,Cajamarca,30/03/2020,1,,,,,,,
Peru,PER,Callao,30/03/2020,24,2,,,,,,
Peru,PER,Cusco,30/03/2020,25,2,,,,,,
Peru,PER,Huancavelica,30/03/2020,0,,,,,,,
Peru,PER,Huanuco,30/03/2020,4,,,,,,,
Peru,PER,Ica,30/03/2020,5,,,,,,,
Peru,PER,Junin,30/03/2020,13,,,,,,,
Peru,PER,La Libertad,30/03/2020,15,2,,,,,,
Peru,PER,Lambayeque,30/03/2020,22,1,,,,,,
Peru,PER,Lima,30/03/2020,718,13,11,,,,,
Peru,PER,Loreto,30/03/2020,53,2,,,,,,
Peru,PER,Madre de Dios,30/03/2020,1,,,,,,,
Peru,PER,Moquegua,30/03/2020,0,,,,,,,
Peru,PER,Pasco,30/03/2020,1,,,,,,,
Peru,PER,Piura,30/03/2020,21,1,,,,,,
Peru,PER,Puno,30/03/2020,0,,,,,,,
Peru,PER,San Martin,30/03/2020,5,,,,,,,
Peru,PER,Tacna,30/03/2020,1,,,,,,,
Peru,PER,Tumbes,30/03/2020,8,,,,,,,
Peru,PER,Ucayali,30/03/2020,0,,,,,,,
Peru,PER,,30/03/2020,950,24,269,12502,,,,
Peru,PER,Amazonas,31/03/2020,0,,,,,,,
Peru,PER,Ancash,31/03/2020,11,1,,,,,,
Peru,PER,Apurimac,31/03/2020,0,,,,,,,
Peru,PER,Arequipa,31/03/2020,26,,,,,,,
Peru,PER,Ayacucho,31/03/2020,1,,,,,,,
Peru,PER,Cajamarca,31/03/2020,1,,,,,,,
Peru,PER,Callao,31/03/2020,25,3,,,,,,
Peru,PER,Cusco,31/03/2020,26,2,,,,,,
Peru,PER,Huancavelica,31/03/2020,0,,,,,,,
Peru,PER,Huanuco,31/03/2020,6,,,,,,,
Peru,PER,Ica,31/03/2020,5,,,,,,,
Peru,PER,Junin,31/03/2020,17,,,,,,,
Peru,PER,La Libertad,31/03/2020,19,2,,,,,,
Peru,PER,Lambayeque,31/03/2020,30,1,,,,,,
Peru,PER,Lima,31/03/2020,799,16,11,,,,,
Peru,PER,Loreto,31/03/2020,58,2,,,,,,
Peru,PER,Madre de Dios,31/03/2020,1,,,,,,,
Peru,PER,Moquegua,31/03/2020,0,,,,,,,
Peru,PER,Pasco,31/03/2020,1,,,,,,,
Peru,PER,Piura,31/03/2020,21,1,,,,,,
Peru,PER,Puno,31/03/2020,0,,,,,,,
Peru,PER,San Martin,31/03/2020,6,1,,,,,,
Peru,PER,Tacna,31/03/2020,2,,,,,,,
Peru,PER,Tumbes,31/03/2020,10,1,,,,,,
Peru,PER,Ucayali,31/03/2020,0,,,,,,,
Peru,PER,,31/03/2020,1065,30,394,13398,,,,
Peru,PER,Amazonas,01/04/2020,0,,,,,,,
Peru,PER,Ancash,01/04/2020,15,1,,,,,,
Peru,PER,Apurimac,01/04/2020,0,,,,,,,
Peru,PER,Arequipa,01/04/2020,30,1,,,,,,
Peru,PER,Ayacucho,01/04/2020,1,,,,,,,
Peru,PER,Cajamarca,01/04/2020,2,,,,,,,
Peru,PER,Callao,01/04/2020,37,4,,,,,,
Peru,PER,Cusco,01/04/2020,34,2,,,,,,
Peru,PER,Huancavelica,01/04/2020,1,,,,,,,
Peru,PER,Huanuco,01/04/2020,6,,,,,,,
Peru,PER,Ica,01/04/2020,8,,,,,,,
Peru,PER,Junin,01/04/2020,17,,,,,,,
Peru,PER,La Libertad,01/04/2020,32,3,,,,,,
Peru,PER,Lambayeque,01/04/2020,34,3,,,,,,
Peru,PER,Lima,01/04/2020,990,28,11,,,,,
Peru,PER,Loreto,01/04/2020,66,2,,,,,,
Peru,PER,Madre de Dios,01/04/2020,1,,,,,,,
Peru,PER,Moquegua,01/04/2020,0,,,,,,,
Peru,PER,Pasco,01/04/2020,1,,,,,,,
Peru,PER,Piura,01/04/2020,26,1,,,,,,
Peru,PER,San Martin,01/04/2020,6,1,,,,,,
Peru,PER,Puno,01/04/2020,0,,,,,,,
Peru,PER,Tacna,01/04/2020,3,,,,,,,
Peru,PER,Tumbes,01/04/2020,13,1,,,,,,
Peru,PER,Ucayali,01/04/2020,0,,,,,,,
Peru,PER,,01/04/2020,1323,47,447,14264,,,,
Peru,PER,Amazonas,02/04/2020,0,,,,,,,
Peru,PER,Ancash,02/04/2020,15,1,,,,,,
Peru,PER,Apurimac,02/04/2020,0,,,,,,,
Peru,PER,Arequipa,02/04/2020,30,1,,,,,,
Peru,PER,Ayacucho,02/04/2020,1,,,,,,,
Peru,PER,Cajamarca,02/04/2020,3,,,,,,,
Peru,PER,Callao,02/04/2020,40,4,,,,,,
Peru,PER,Cusco,02/04/2020,38,2,,,,,,
Peru,PER,Huancavelica,02/04/2020,1,,,,,,,
Peru,PER,Huanuco,02/04/2020,6,,,,,,,
Peru,PER,Ica,02/04/2020,8,,,,,,,
Peru,PER,Junin,02/04/2020,17,1,,,,,,
Peru,PER,La Libertad,02/04/2020,34,3,,,,,,
Peru,PER,Lambayeque,02/04/2020,37,3,,,,,,
Peru,PER,Lima,02/04/2020,1059,34,11,,,,,
Peru,PER,Loreto,02/04/2020,72,2,,,,,,
Peru,PER,Madre de Dios,02/04/2020,1,,,,,,,
Peru,PER,Moquegua,02/04/2020,0,,,,,,,
Peru,PER,Pasco,02/04/2020,1,,,,,,,
Peru,PER,Piura,02/04/2020,27,1,,,,,,
Peru,PER,Puno,02/04/2020,0,,,,,,,
Peru,PER,San Martin,02/04/2020,6,1,,,,,,
Peru,PER,Tacna,02/04/2020,3,,,,,,,
Peru,PER,Tumbes,02/04/2020,15,2,,,,,,
Peru,PER,Ucayali,02/04/2020,0,,,,,,,
Peru,PER,,02/04/2020,1414,55,537,15104,,,,
Peru,PER,Amazonas,03/04/2020,0,,,,,,,
Peru,PER,Ancash,03/04/2020,18,1,,,,,,
Peru,PER,Apurimac,03/04/2020,1,,,,,,,
Peru,PER,Arequipa,03/04/2020,37,1,,,,,,
Peru,PER,Ayacucho,03/04/2020,1,,,,,,,
Peru,PER,Cajamarca,03/04/2020,4,,,,,,,
Peru,PER,Callao,03/04/2020,59,4,,,,,,
Peru,PER,Cusco,03/04/2020,44,3,,,,,,
Peru,PER,Huancavelica,03/04/2020,1,,,,,,,
Peru,PER,Huanuco,03/04/2020,6,,,,,,,
Peru,PER,Ica,03/04/2020,8,,,,,,,
Peru,PER,Junin,03/04/2020,19,1,,,,,,
Peru,PER,La Libertad,03/04/2020,44,4,,,,,,
Peru,PER,Lambayeque,03/04/2020,35,2,,,,,,
Peru,PER,Lima,03/04/2020,1179,39,11,,,,,
Peru,PER,Loreto,03/04/2020,84,2,,,,,,
Peru,PER,Madre de Dios,03/04/2020,2,,,,,,,
Peru,PER,Moquegua,03/04/2020,0,,,,,,,
Peru,PER,Pasco,03/04/2020,1,,,,,,,
Peru,PER,Piura,03/04/2020,27,1,,,,,,
Peru,PER,Puno,03/04/2020,0,,,,,,,
Peru,PER,San Martin,03/04/2020,6,1,,,,,,
Peru,PER,Tacna,03/04/2020,3,,,,,,,
Peru,PER,Tumbes,03/04/2020,16,2,,,,,,
Peru,PER,Ucayali,03/04/2020,0,,,,,,,
Peru,PER,,03/04/2020,1595,61,627,15739,,,,
Peru,PER,Amazonas,04/04/2020,0,,,,,,,
Peru,PER,Ancash,04/04/2020,18,1,,,,,,
Peru,PER,Apurimac,04/04/2020,1,,,,,,,
Peru,PER,Arequipa,04/04/2020,37,2,,,,,,
Peru,PER,Ayacucho,04/04/2020,1,,,,,,,
Peru,PER,Cajamarca,04/04/2020,6,,,,,,,
Peru,PER,Callao,04/04/2020,64,5,,,,,,
Peru,PER,Cusco,04/04/2020,48,3,,,,,,
Peru,PER,Huancavelica,04/04/2020,1,,,,,,,
Peru,PER,Huanuco,04/04/2020,6,,,,,,,
Peru,PER,Ica,04/04/2020,9,1,,,,,,
Peru,PER,Junin,04/04/2020,25,1,,,,,,
Peru,PER,La Libertad,04/04/2020,50,4,,,,,,
Peru,PER,Lambayeque,04/04/2020,55,3,,,,,,
Peru,PER,Lima,04/04/2020,1257,46,11,,,,,
Peru,PER,Loreto,04/04/2020,106,2,,,,,,
Peru,PER,Madre de Dios,04/04/2020,2,,,,,,,
Peru,PER,Moquegua,04/04/2020,0,,,,,,,
Peru,PER,Pasco,04/04/2020,2,,,,,,,
Peru,PER,Piura,04/04/2020,27,1,,,,,,
Peru,PER,Puno,04/04/2020,0,,,,,,,
Peru,PER,San Martin,04/04/2020,8,1,,,,,,
Peru,PER,Tacna,04/04/2020,3,,,,,,,
Peru,PER,Tumbes,04/04/2020,20,3,,,,,,
Peru,PER,Ucayali,04/04/2020,0,,,,,,,
Peru,PER,,04/04/2020,1746,73,914,16095,,,,
Peru,PER,Amazonas,05/04/2020,0,,,,,,,
Peru,PER,Ancash,05/04/2020,23,1,,,,,,
Peru,PER,Apurimac,05/04/2020,1,,,,,,,
Peru,PER,Arequipa,05/04/2020,51,3,,,,,,
Peru,PER,Ayacucho,05/04/2020,3,,,,,,,
Peru,PER,Cajamarca,05/04/2020,6,,,,,,,
Peru,PER,Callao,05/04/2020,89,8,,,,,,
Peru,PER,Cusco,05/04/2020,52,3,,,,,,
Peru,PER,Huancavelica,05/04/2020,1,1,,,,,,
Peru,PER,Huanuco,05/04/2020,6,,,,,,,
Peru,PER,Ica,05/04/2020,14,1,,,,,,
Peru,PER,Junin,05/04/2020,25,1,,,,,,
Peru,PER,La Libertad,05/04/2020,50,4,,,,,,
Peru,PER,Lambayeque,05/04/2020,100,3,,,,,,
Peru,PER,Lima,05/04/2020,1639,51,11,,,,,
Peru,PER,Loreto,05/04/2020,143,2,,,,,,
Peru,PER,Madre de Dios,05/04/2020,2,,,,,,,
Peru,PER,Moquegua,05/04/2020,1,,,,,,,
Peru,PER,Pasco,05/04/2020,3,,,,,,,
Peru,PER,Piura,05/04/2020,29,1,,,,,,
Peru,PER,Puno,05/04/2020,0,,,,,,,
Peru,PER,San Martin,05/04/2020,8,1,,,,,,
Peru,PER,Tacna,05/04/2020,9,,,,,,,
Peru,PER,Tumbes,05/04/2020,26,3,,,,,,
Peru,PER,Ucayali,05/04/2020,0,,,,,,,
Peru,PER,,05/04/2020,2281,83,989,17129,,,,
Peru,PER,Amazonas,06/04/2020,0,,,,,,,
Peru,PER,Ancash,06/04/2020,27,1,,,,,,
Peru,PER,Apurimac,06/04/2020,1,,,,,,,
Peru,PER,Arequipa,06/04/2020,60,4,,,,,,
Peru,PER,Ayacucho,06/04/2020,5,,,,,,,
Peru,PER,Cajamarca,06/04/2020,6,,,,,,,
Peru,PER,Callao,06/04/2020,109,8,,,,,,
Peru,PER,Cusco,06/04/2020,54,3,,,,,,
Peru,PER,Huancavelica,06/04/2020,2,1,,,,,,
Peru,PER,Huanuco,06/04/2020,6,,,,,,,
Peru,PER,Ica,06/04/2020,18,1,,,,,,
Peru,PER,Junin,06/04/2020,28,1,,,,,,
Peru,PER,La Libertad,06/04/2020,56,5,,,,,,
Peru,PER,Lambayeque,06/04/2020,100,3,,,,,,
